rho_train,dataset_seed,component,content_sha256
0.0,9,ood_-0.6,0aee1ba4e0d13844a89ed2f86d318821ce34d9893b07c01c53c096a87e908531
0.0,9,ood_-0.3,e0f2c7b2ac33f73ad9cb0a0890dda821a34eb65ca315814d793823b1796b7d4e
0.0,9,ood_0.3,9d12eb12a0df781adbe0e1fec0f33e53dd11e694da2807721dd6adf94da4c458
0.0,9,probe,d921960591257fc289cdf8b1319677aef6fd686db01ca82eb31615bc7375463a
0.0,10,train,6b2509dcae03694565d0e048f1f4e49d5af368a19846df3a5615ab116334d5fb
0.0,10,validation,f1bb45a969014514843a51203389efe0412904b892db8f9a857b60dcd143e3ff
0.0,10,iid_test,fc6f1323e07f120b610681bc72acbc9e98488ad2d0e164f0a00ccd723a87633b
0.0,10,ood_-0.9,906798261628b335a2b405e87ff391128a19039cf1ef8f7135a7b03acdd7162b
0.0,10,ood_-0.6,382a235c1cd104c1aac11c00e7626b7582d5c806c072acdbd181722cc79537ff
0.0,10,ood_-0.3,9e6bc127d02026a20b14c7b23e225039701e705adec5d054c0cb25ed00b24ed0
0.0,10,ood_0.3,2c4258e7b62d7a0e0d1b411ae4d69d0cb5a6ef492a620daa55fbf8b4a5be3f8d
0.0,10,probe,e70abb0f7da0516d1871c1d82e1594c4cfae88af4ec3d93db64c7772d881821f
0.0,11,train,5a46b8f4f3bd493c0d3743061be6e57339662e06cb82e71bb95ec807a6f20441
0.0,11,validation,47bfdb22beb2f6e7af7309c0b75265b1dcfdaac4fd9776a358566be3287f5161
0.0,11,iid_test,2a53fa4ef95603ec1d1befe1db96f774dcc7291539610db1c0e2407364650db8
0.0,11,ood_-0.9,8216ec1e170f1211d750c3c5c7d3508b617d7abac03fd2ccf25404a479b6d469
0.0,11,ood_-0.6,62e6c6e3d6f93288f21fe1cafc789fc038b63be2421b68610a8803a307458d83
0.0,11,ood_-0.3,488dd84dd68d6dc78715163ffdb8f09c110b2e9ad24bb03db4ed1bc10434b65b
0.0,11,ood_0.3,c245996e8fdece67325de7e0746f1a688cbaef59623c86f19433629e4c5fb65e
0.0,11,probe,61608f476909b74220f5ff314c1833985cfe4ade1fb73d4e0396aee92f74fcf4
0.0,12,train,d33c63794818d2284b743b9d8e7717f196fb74346624d398cdac08627736d599
0.0,12,validation,c0fc082a532985e8b5c15ac52f41a65f5e6623eaba737125897b902f62395806
0.0,12,iid_test,c171ebb04c38fdf2afcd64840a076d36648645a2c07a5f2879774cdd00c5af40
0.0,12,ood_-0.9,e06d41c31369eb354808c48f351709416d764aaef148756439a893af021d04f5
0.0,12,ood_-0.6,548ef15a39459d55a90d21b717371843d287bf33487e1e1d946eecccd6d6bccb
0.0,12,ood_-0.3,2467b61f94040d6fee3589d5d3be2f975d0f1082acbacb57dacd10ff472e0cf5
0.0,12,ood_0.3,5899e4c2e97e5324fe582b98a22bd54a97fd1c3dd4b625f22488d9a0ad4f3819
0.0,12,probe,2bf4de18356265edf04a556f2021211529be553bb01025c04ec06230cbf2c19a
0.0,13,train,378e608011c090ad41efc1478f6765af25f28dba35e608e40a6aef9da3cb66bc
0.0,13,validation,25f6555b990ad7be12bdcedd938f5b7208b9b564679134cc4daa683e2b812578
0.0,13,iid_test,aa577b448213bc4924b3c3fc7c072fd8d202a88ff55cf03d8a23ad0af8595f65
0.0,13,ood_-0.9,a2ddc7e7c4743a207ac4fcbd80996679fd36d0f5096b0765b45f84543d153f14
0.0,13,ood_-0.6,fd4de1954ea4950ce68a7e8033a07a8dc27a8c11bf156579c6f042b735f30d5c
0.0,13,ood_-0.3,2a0ffa9b41e3728966750abb05bb64a77d443df7e74976c2a8361ba8cfc90a4d
0.0,13,ood_0.3,af7dd00a87bf7a5015c5293b7b7a23ff3e788743d05192dc66d089eaa3dc9703
0.0,13,probe,90fcd5216724ecc7f57511e54e8f664fac7e6a8bdb0c79172678de6e2a7b2791
0.0,14,train,6507070da2b6c20420877252f266b9bf5fd0e9bf3c75c574067e5909e7363e7e
0.0,14,validation,0d6cea5bd0c841b48b54a2eaed8051a637fcf142a6ec86dd853c287108ff17cd
0.0,14,iid_test,e4fcce3dc2d70d92f55f730d7e307e99342b063068d344c29efc16657d0cfaf3
0.0,14,ood_-0.9,0a2fc935bdd2e8ef2b753188e40f2a67f394128b016940631ae73193f46099f3
0.0,14,ood_-0.6,8dae49b56d0a2dfcc5463a657ccd5df1e64c5b2c38331189bc2b5838592da45c
0.0,14,ood_-0.3,cc3a1461cdf671a45783c9a78775d82b20c5f4eb27ca711c130dd8304529aa4a
0.0,14,ood_0.3,53c65914ed10d6cfca2e26d17354094d2cfa0e1ce09288170f681422eeb1e0c9
0.0,14,probe,d089c1d32fb1a2e80759149c693c779d6816e1a7c67c2a8043ea2a11b8a55c7c
0.0,15,train,89cc45cbc28cf222804c7fedf589226d4bf39ccd9d12545921d1546226d390e8
0.0,15,validation,499815cc2583f6e1fe6f0e00cf690ba702e5104116d736f1f79dc5ab3ed41cc5
0.0,15,iid_test,df184657e707884f396b2953134799c0932d74f90ff37c636fdad844b9e4c3ad
0.0,15,ood_-0.9,c6b1726d94e2aac158d471ac52686d3e508b2ffe35a694e979f387c482406333
0.0,15,ood_-0.6,5370ea1c7e890d8b01a0d5bba217df653b0f2097712bb822f4e7827ceb3822d7
0.0,15,ood_-0.3,6c48027494c92f2c242f85ae119285bd90d5383103578cc5a548668113e0bc1c
0.0,15,ood_0.3,4aebd172dba86cccb51b5f850e069260c5150caeccba1a5ea0c70be97ccd00b6
0.0,15,probe,529eeadd46ac5bada52eee7a7e6877a2c65b0219ca1a1ff4ac5e3e715c0a052e
0.0,16,train,cb1812606c92299ee906f0e4c07982bbf5e033a15869de01a84286b5a387624e
0.0,16,validation,0f504cab55e49de8f0a63de6713bcc16cc5b540f08337dd6e9bd80c89b0aa5e7
0.0,16,iid_test,c23afed8c4651a4ef905ab5a5bfc26387021088f84e3fa77c61e7e19801956d5
0.0,16,ood_-0.9,10f6d99600d80c9b68965d3d1f1edeeeb468e42eab1f1dc12651ae0c16fcdcd2
0.0,16,ood_-0.6,f7fdcbd00d434a4d1c78b9a3089b3291c059f56cdbf99f6b5a1e186ef5c9caa5
0.0,16,ood_-0.3,11ae4f258f805c7823bc68de39b28dbfd6902daf85cc7ac2be53ecd92893dd36
0.0,16,ood_0.3,c4b4ba9d0c32a62c09f010886c847c403850089ab2592dc548cdededc172c2d2
0.0,16,probe,19ad38de91e1a958bf1cb1bb0283752c425bcb0fbd5d55a0f17dfed540efcf17
0.0,17,train,fd14e7cfb72edba9130b467cc9824645464e8006660af8db41aa93d9889166cd
0.0,17,validation,4adf2313569725889b91eb47ef36579f8f30396f09e8a2fc0f3c979a522b6622
0.0,17,iid_test,ce6ce076be117368310a9f334a670f2f9a3f2faa11a1316667fd102c84888e68
0.0,17,ood_-0.9,bf04b9fca0c5b3efd17f4abd64cd517b21128158ee7c9cf845c62b3d7d1d240a
0.0,17,ood_-0.6,9f302ec01ee0345772ecdef4d4830120666d545561161f8c71ce99440f828535
0.0,17,ood_-0.3,1d1ced79c776805823eda3d8935633abb188dcbd69da7b4c80c1a6427a2811c7
0.0,17,ood_0.3,643c18bfd0d06d4e48e1e824ceb10f4280c9a0afdf5d0877f95ad3e1407a1a58
0.0,17,probe,173646d0d49e53ec3ce23df006ce5ca6ab442cf9e06d78e1d96381e908163c2f
0.0,18,train,32bd7fde9700e087acae8b88d1c63131d1db265607338bea77ae6d9b8a581a39
0.0,18,validation,74d7c4ef92c348d8cadb1430a27470a5e0e8430e79a0b18ab5447d78c5e1855f
0.0,18,iid_test,a9199a2ad75999d9fb6b9512f1abe9416e02de5d4a6031202d8196260c146648
0.0,18,ood_-0.9,7bb59aeba96113599e25aa58fa1174f284aa87b271c1b65ccc10a4cef32f95cf
0.0,18,ood_-0.6,caeed9cc3aa04f9f8dcb5ffa6e1425765d566116923d4c5c26663ff1096ddd24
0.0,18,ood_-0.3,424cbe1fc08ac7d879b7eefc605f0ee5dab7889c35409804b6613714d514fbfe
0.0,18,ood_0.3,a5d4f6957bc3798ab9bc0203083a1efb1dfc4abe5da4d0562ebe74b205ebf2fd
0.0,18,probe,4e8e018f931cb6e57af01f70edbc19aa9d1f00472ce7a69fc85708208ced3f96
0.0,19,train,1374c5a98e8ea9d0f6bab0db48fd158cfabad488629385ea3eba826d15f74d78
0.0,19,validation,08c7ce4a41580e29633cfc73ee8eacba35f65f973c6ba12d2ef598bb1b3a9429
0.0,19,iid_test,146ccd876d51d5c4d55824df76be7090d8eaf9d05cb79b7c99245dbeabbc771a
0.0,19,ood_-0.9,7a35872d812e82c69a1af932f9d051719a3c852197b94a2d2a4d10ea2ba5e51d
0.0,19,ood_-0.6,2d8b0552ad5c661167bbcba62a66ae4bba563f9817b6707731c19d0d2497ba19
0.0,19,ood_-0.3,8051003d786db2bbe2c0a8e9d3c99715166c070b6343924a18510cc943325d8f
0.0,19,ood_0.3,bf6baa3262f1fcd50f81c0b7c981eded72fa03277c6494e57185fc4cc7f482e7
0.0,19,probe,420cc53b2c02d6fd701249ae6f0e7d53719d17b67c1b89abc0b7a7808f787593
